"product_name","is_he","switch_type","layout","review"
"Aura Spectre SE",0,"Black","Full","{""username"": ""CleverPanda377_1c9f"", ""review_details"": ""The plastic body feels a bit cheap. Really miss having a dedicated numpad. The Full layout is interesting. Not what I expected. Returning this immediately.""}"
"Arctic Shift Elite 821",True,"Orange",60,"{""username"": ""AngryPanda922_9b32"", ""review_details"": ""The compact layout saves so much desk space. The 60 layout is interesting. Non-detachable cable is inconvenient. It's an okay keyboard, does the job. Too loud for an office environment. I chose the Orange switches and I'm not impressed. Good entry-level option maybe.""}"
"Cyber Spectre Alpha",1,"Jade",96,"{""username"": ""HappyPanda199_fa43"", ""review_details"": ""It's an okay keyboard, does the job. The plastic body feels a bit cheap. Really miss having a dedicated numpad. The 96 layout is interesting. Rapid trigger feature works flawlessly. Low actuation force is comfortable. The Jade switches are particularly good. You get what you pay for.""}"
"Shadow Weaver SE 985",False,"Jade","TKL","{""username"": ""CleverCoder196_31ce"", ""review_details"": ""Having dedicated arrow keys is essential for me. The TKL layout is interesting. It's decent, but keep your expectations in check. RGB lighting is dim. Satisfyingly clicky sound! The Jade switches are particularly good.""}"
"Cyber Phantom Air",1,"Blue","75%","{""username"": ""GeekyDev173_19d3"", ""review_details"": ""Definitely worth the money. Linear switches are great for gaming. The Blue switches are particularly good. The compact layout saves so much desk space. The 75% layout is interesting. Stabilizers are surprisingly good, minimal rattle.""}"
"Stealth Forge Mini",1,"Blue",100,"{""username"": ""CasualBear697_75a1"", ""review_details"": ""Took some time to get used to the layers. The 100 layout is interesting. Being able to customize the reset point is fantastic. An average mechanical keyboard experience. The switches feel incredibly smooth. The Blue switches are particularly good.""}"
"Hyper Drift Pro",1,"Brown","65%","{""username"": ""ProPanda976_9abb"", ""review_details"": ""Good entry-level option maybe. RGB lighting is dim. Using the Brown switches takes some getting used to. Rapid trigger feature works flawlessly. Decent, but has its flaws. Having dedicated arrow keys is essential for me. The 65% layout is interesting.""}"
"Hyper Drift XT",True,"Brown",80,"{""username"": ""HappyPanda871_ab06"", ""review_details"": ""Satisfyingly clicky sound! The Brown switches are particularly good. Really miss having a dedicated numpad. The 80 layout is interesting. Definitely worth the money.""}"
"Arctic Striker XT 555","","Orange",96,"{""username"": ""CasualTypist519_ebb6"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. It's an okay keyboard, does the job. It's decent, but keep your expectations in check. Perfect balance between size and functionality. The 96 layout is interesting. Using the Orange switches takes some getting used to.""}"
"Cyber Striker Elite",False,"Blue",100,"{""username"": ""SilentGamer711_f6c7"", ""review_details"": ""Highly recommend! Exceeded my expectations! Perfect balance between size and functionality. The 100 layout is interesting. Satisfyingly clicky sound! The Blue switches are particularly good. Heavy and sturdy, doesn't slide around.""}"
"Hyper Raptor XT",0,"Orange","75%","{""username"": ""SleepyFox367_4abd"", ""review_details"": ""Keypresses feel inconsistent. I chose the Orange switches and I'm not impressed. Save your money. Non-detachable cable is inconvenient. Had high hopes, but it fell short.""}"
"Aura Pulse Alpha","","Green","60%","{""username"": ""HappyGamer425_2f85"", ""review_details"": ""It's an okay keyboard, does the job. Heavy and sturdy, doesn't slide around. It's decent, but keep your expectations in check. Standard layout makes finding keycaps easy. The 60% layout is interesting. Using the Green switches takes some getting used to.""}"
"Hyper Drift Alpha","","Brown","75%","{""username"": ""AngryDev75_ad03"", ""review_details"": ""The compact layout saves so much desk space. The 75% layout is interesting. Low actuation force is comfortable. The Brown switches are particularly good. RGB lighting is vibrant and customizable. Highly recommend!""}"
"Shadow Striker Lite",True,"Navy",96,"{""username"": ""ProPanda253_ab81"", ""review_details"": ""Finally found my endgame keyboard. Linear switches are great for gaming. The Navy switches are particularly good. My new daily driver. Keycaps have a nice texture.""}"
"Giga Weaver X 662",0,"Silver","80%","{""username"": ""HappyBear325_7992"", ""review_details"": ""The compact layout saves so much desk space. The 80% layout is interesting. Satisfyingly clicky sound! The Silver switches are particularly good. Five stars! Heavy and sturdy, doesn't slide around. Exceeded my expectations!""}"
"Stellar Pulse Max",False,"Clear","75%","{""username"": ""GeekyCat839_2a9a"", ""review_details"": ""Accidentally actuating keys too often. I chose the Clear switches and I'm not impressed. It's decent, but keep your expectations in check. RGB lighting is vibrant and customizable. It's an okay keyboard, does the job.""}"
"Hyper Shift XT",True,"Navy",60,"{""username"": ""SwiftGamer969_2829"", ""review_details"": ""Perfect balance between size and functionality. The 60 layout is interesting. Keypresses feel inconsistent. I chose the Navy switches and I'm not impressed. One star. Feels cheap and unreliable. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Nova Shift Pro",True,"Jade","100%","{""username"": ""SilentDev853_93e7"", ""review_details"": ""Three stars - average. Good for the price, but not perfect. Stabilizers are surprisingly good, minimal rattle.""}"
"Aura Phantom XT 276",1,"Green",96,"{""username"": ""SleepyWriter418_509e"", ""review_details"": ""Quite disappointed with this purchase. Stabilizers rattle quite a bit, especially the spacebar. Keypresses feel inconsistent. I chose the Green switches and I'm not impressed.""}"
"Quantum Core X",True,"Silent Black",96,"{""username"": ""CleverTypist109_b3f8"", ""review_details"": ""The compact layout saves so much desk space. The 96 layout is interesting. Three stars - average. Mushy feeling, lacks crispness. I chose the Silent Black switches and I'm not impressed. Decent, but has its flaws. Keycaps have a nice texture.""}"
"Quantum Byte Air",False,"Orange",80,"{""username"": ""ProPanda14_84b8"", ""review_details"": ""Really miss having a dedicated numpad. The 80 layout is interesting. An average mechanical keyboard experience. Using the Orange switches takes some getting used to.""}"
"Arctic Pulse Alpha","","Clear","75%","{""username"": ""CleverNinja990_7262"", ""review_details"": ""Might work for some, but not for me. Having dedicated arrow keys is essential for me. The 75% layout is interesting. Good for the price, but not perfect. Accidentally actuating keys too often. I chose the Clear switches and I'm not impressed.""}"
"Nova Blaze Omega",True,"Jade",60,"{""username"": ""CasualWriter674_1ca1"", ""review_details"": ""An average mechanical keyboard experience. Might work for some, but not for me. Low actuation force is comfortable. The Jade switches are particularly good. The compact layout saves so much desk space. The 60 layout is interesting.""}"
"Arctic Blaze X",False,"Orange",100,"{""username"": ""WiredGamer793_6fc8"", ""review_details"": ""Had high hopes, but it fell short. One star. Non-detachable cable is inconvenient. Really miss having a dedicated numpad. The 100 layout is interesting.""}"
"Nova Weaver Lite 398",1,"Orange","100%","{""username"": ""SleepyGamer387_bc57"", ""review_details"": ""Perfect balance between size and functionality. The 100% layout is interesting. Linear switches are great for gaming. The Orange switches are particularly good. My new daily driver. Incredible value for the price. Braided cable is a nice touch.""}"
"Arctic Spectre X 783","","Jade",65,"{""username"": ""AngryFox532_be9a"", ""review_details"": ""Keypresses feel inconsistent. I chose the Jade switches and I'm not impressed. The compact layout saves so much desk space. The 65 layout is interesting. Good for the price, but not perfect.""}"
"Arctic Pulse Omega",False,"Yellow","75%","{""username"": ""GeekyTypist635_d1da"", ""review_details"": ""Feels cheap and unreliable. Look elsewhere if you value quality. Having dedicated arrow keys is essential for me. The 75% layout is interesting.""}"
"Arctic Phantom Omega",0,"Green","TKL","{""username"": ""WiredFox381_e7bb"", ""review_details"": ""Keypresses feel inconsistent. I chose the Green switches and I'm not impressed. Look elsewhere if you value quality. Regretting this buy. The compact layout saves so much desk space. The TKL layout is interesting. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Quantum Striker Mini",True,"Yellow","60%","{""username"": ""WiredFox938_bb54"", ""review_details"": ""Returning this immediately. Noticeable case ping. Spring ping is quite noticeable. I chose the Yellow switches and I'm not impressed. Really miss having a dedicated numpad. The 60% layout is interesting. The smoothness of these magnetic switches is unparalleled. Feels cheap and unreliable.""}"
"Giga Raptor X",1,"Blue",96,"{""username"": ""WiredBear851_81b6"", ""review_details"": ""Mushy feeling, lacks crispness. I chose the Blue switches and I'm not impressed. Stabilizers rattle quite a bit, especially the spacebar. Would not recommend this keyboard. Several issues right out of the box.""}"
"Shadow Weaver Elite 648",1,"Blue","96%","{""username"": ""AngryFox688_b161"", ""review_details"": ""My new daily driver. The smoothness of these magnetic switches is unparalleled. Absolutely love this keyboard! Standard layout makes finding keycaps easy. The 96% layout is interesting. Stabilizers are surprisingly good, minimal rattle. The switches feel incredibly smooth. The Blue switches are particularly good.""}"
"Stealth Striker X 256",False,"Jade","65%","{""username"": ""SleepyWriter477_6f01"", ""review_details"": ""Definitely worth the money. Heavy and sturdy, doesn't slide around. The switches feel incredibly smooth. The Jade switches are particularly good. Having dedicated arrow keys is essential for me. The 65% layout is interesting.""}"
"Quantum Spectre Mini",0,"Black","75%","{""username"": ""GeekyTypist563_8acb"", ""review_details"": ""Several issues right out of the box. Switches feel scratchy. I chose the Black switches and I'm not impressed. Look elsewhere if you value quality. Really miss having a dedicated numpad. The 75% layout is interesting. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Aura Pulse Alpha",0,"Green","100%","{""username"": ""SwiftBear369_a817"", ""review_details"": ""Not what I expected. Too loud for an office environment. I chose the Green switches and I'm not impressed. Keycaps feel thin and collect fingerprints. Having dedicated arrow keys is essential for me. The 100% layout is interesting. Look elsewhere if you value quality.""}"
"Stealth Raptor Air",0,"Jade","75%","{""username"": ""GeekyPanda115_fb79"", ""review_details"": ""RGB lighting is dim. Mixed feelings about this one. Low actuation force is comfortable. The Jade switches are particularly good. Good entry-level option maybe.""}"
"Quantum Raptor Omega",1,"Silver",100,"{""username"": ""SilentDev985_7ed3"", ""review_details"": ""Five stars! Consistent keypresses across the board. The Silver switches are particularly good. Exceeded my expectations!""}"
"Quantum Core XT",1,"Silent Black","65%","{""username"": ""SilentFox301_300e"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Standard layout makes finding keycaps easy. The 65% layout is interesting. Five stars! Low actuation force is comfortable. The Silent Black switches are particularly good. Absolutely love this keyboard!""}"
"Arctic Striker Max",False,"Jade","100%","{""username"": ""GeekyGamer556_43f8"", ""review_details"": ""Keycaps feel thin and collect fingerprints. Accidentally actuating keys too often. I chose the Jade switches and I'm not impressed. Quite disappointed with this purchase. Perfect balance between size and functionality. The 100% layout is interesting. Very frustrating experience.""}"
"Stealth Spectre Lite 853",False,"Red","80%","{""username"": ""AngryDev652_a359"", ""review_details"": ""Mixed feelings about this one. Noticeable case ping. Good entry-level option maybe.""}"
"Hyper Drift Max 215",1,"Silent Red",65,"{""username"": ""GeekyWriter600_0ec4"", ""review_details"": ""Three stars - average. Accidentally actuating keys too often. I chose the Silent Red switches and I'm not impressed. Took some time to get used to the layers. The 65 layout is interesting. It's an okay keyboard, does the job.""}"
"Mech Spectre SE",1,"Silent Black",60,"{""username"": ""WiredFox168_e393"", ""review_details"": ""Perfect tactility for typing. The Silent Black switches are particularly good. Took some time to get used to the layers. The 60 layout is interesting. Heavy and sturdy, doesn't slide around. Absolutely love this keyboard!""}"
"Mech Pulse Omega",1,"Silent Black","100%","{""username"": ""CasualCoder260_69fc"", ""review_details"": ""Being able to customize the reset point is fantastic. The switches feel incredibly smooth. The Silent Black switches are particularly good. The aluminum case feels very premium. Wouldn't hesitate to buy again.""}"
"Cyber Raptor XT","","Silent Red",80,"{""username"": ""SilentDev500_e925"", ""review_details"": ""Consistent keypresses across the board. The Silent Red switches are particularly good. Highly recommend! Absolutely love this keyboard! Keycaps have a nice texture.""}"
"Mech Drift Air",1,"Blue","60%","{""username"": ""WiredFox221_e1ae"", ""review_details"": ""Noticeable case ping. Keypresses feel inconsistent. I chose the Blue switches and I'm not impressed. Had high hopes, but it fell short. Save your money. The compact layout saves so much desk space. The 60% layout is interesting.""}"
"Cyber Weaver Lite 893",True,"Brown",75,"{""username"": ""HappyPanda642_64e8"", ""review_details"": ""Exceeded my expectations! The compact layout saves so much desk space. The 75 layout is interesting. The switches feel incredibly smooth. The Brown switches are particularly good.""}"
"Lunar Weaver Pro 898",1,"Clear",80,"{""username"": ""WiredPanda658_8c5b"", ""review_details"": ""Standard layout makes finding keycaps easy. The 80 layout is interesting. The Hall Effect switches are game-changing for competitive gaming. RGB lighting is dim. Using the Clear switches takes some getting used to. Good entry-level option maybe. An average mechanical keyboard experience.""}"
"Stellar Weaver V2","","Silent Red","60%","{""username"": ""SleepyDev398_c358"", ""review_details"": ""Low actuation force is comfortable. The Silent Red switches are particularly good. Really miss having a dedicated numpad. The 60% layout is interesting. An average mechanical keyboard experience.""}"
"Hyper Pulse XT",1,"Silent Black","Full","{""username"": ""GeekyGamer384_df6a"", ""review_details"": ""Mixed feelings about this one. The aluminum case feels very premium. Good entry-level option maybe. Standard layout makes finding keycaps easy. The Full layout is interesting.""}"
"Giga Blaze Air",True,"Black",65,"{""username"": ""SleepyPanda624_5a15"", ""review_details"": ""Took some time to get used to the layers. The 65 layout is interesting. An average mechanical keyboard experience. Perfect tactility for typing. The Black switches are particularly good. It's decent, but keep your expectations in check. RGB lighting is vibrant and customizable.""}"
"Nova Spectre Pro",False,"Clear",80,"{""username"": ""AngryCoder63_b218"", ""review_details"": ""RGB lighting is dim. Having dedicated arrow keys is essential for me. The 80 layout is interesting. Save your money. Quite disappointed with this purchase. Mushy feeling, lacks crispness. I chose the Clear switches and I'm not impressed.""}"
"Cyber Phantom X 310",0,"Navy","60%","{""username"": ""SilentBear766_da79"", ""review_details"": ""Consistent keypresses across the board. The Navy switches are particularly good. Took some time to get used to the layers. The 60% layout is interesting. Braided cable is a nice touch. Solid build quality and performance. Wouldn't hesitate to buy again.""}"
"Quantum Striker Omega",False,"Silent Red","60%","{""username"": ""SleepyCat608_c3f4"", ""review_details"": ""Save your money. Noticeable case ping. Having dedicated arrow keys is essential for me. The 60% layout is interesting.""}"
"Cyber Shift Elite",1,"Silent Red",60,"{""username"": ""GeekyCoder197_8004"", ""review_details"": ""Being able to customize the reset point is fantastic. Standard layout makes finding keycaps easy. The 60 layout is interesting. Good entry-level option maybe. Perfect tactility for typing. The Silent Red switches are particularly good.""}"
"Cyber Drift SE 523",0,"Silent Black",100,"{""username"": ""CasualBear71_35dc"", ""review_details"": ""Consistent keypresses across the board. The Silent Black switches are particularly good. Incredible value for the price. Having dedicated arrow keys is essential for me. The 100 layout is interesting. The aluminum case feels very premium. Five stars!""}"
"Quantum Raptor Pro",0,"Blue","80%","{""username"": ""CasualPanda821_82c9"", ""review_details"": ""Look elsewhere if you value quality. Keycaps feel thin and collect fingerprints. Switches feel scratchy. I chose the Blue switches and I'm not impressed. Standard layout makes finding keycaps easy. The 80% layout is interesting. Regretting this buy.""}"
"Aura Shift Air 601",False,"Silent Black","80%","{""username"": ""CleverCat259_b8f2"", ""review_details"": ""Took some time to get used to the layers. The 80% layout is interesting. Might work for some, but not for me. It's an okay keyboard, does the job. Switches feel scratchy. I chose the Silent Black switches and I'm not impressed.""}"
"Mech Spectre Omega","","White","60%","{""username"": ""SwiftFox57_ac73"", ""review_details"": ""The compact layout saves so much desk space. The 60% layout is interesting. An average mechanical keyboard experience. Low actuation force is comfortable. The White switches are particularly good. Keycaps feel thin and collect fingerprints.""}"
"Arctic Forge Pro",False,"Navy",60,"{""username"": ""SilentWriter235_d282"", ""review_details"": ""Perfect tactility for typing. The Navy switches are particularly good. Might work for some, but not for me. Having dedicated arrow keys is essential for me. The 60 layout is interesting.""}"
"Shadow Striker Max 392",0,"Orange",65,"{""username"": ""ProBear275_ff01"", ""review_details"": ""Quite disappointed with this purchase. Non-detachable cable is inconvenient. Very frustrating experience. Switches feel scratchy. I chose the Orange switches and I'm not impressed. Having dedicated arrow keys is essential for me. The 65 layout is interesting.""}"
"Arctic Forge Max 481",False,"Silent Black","65%","{""username"": ""CasualGamer463_1158"", ""review_details"": ""An average mechanical keyboard experience. You get what you pay for. Spring ping is quite noticeable. I chose the Silent Black switches and I'm not impressed.""}"
"Arctic Forge X",False,"Clear",75,"{""username"": ""CleverGamer793_32cd"", ""review_details"": ""Non-detachable cable is inconvenient. Low actuation force is comfortable. The Clear switches are particularly good. An average mechanical keyboard experience. The compact layout saves so much desk space. The 75 layout is interesting. Might work for some, but not for me.""}"
"Lunar Core SE",False,"Yellow",60,"{""username"": ""ProWriter163_5b74"", ""review_details"": ""Definitely worth the money. The compact layout saves so much desk space. The 60 layout is interesting. Consistent keypresses across the board. The Yellow switches are particularly good.""}"
"Cyber Forge Pro",False,"Orange","65%","{""username"": ""SleepyWriter437_bca1"", ""review_details"": ""Noticeable case ping. Mushy feeling, lacks crispness. I chose the Orange switches and I'm not impressed. Would not recommend this keyboard.""}"
"Nova Pulse SE",True,"Navy","80%","{""username"": ""CasualDev212_071f"", ""review_details"": ""Regretting this buy. Really miss having a dedicated numpad. The 80% layout is interesting. Being able to customize the reset point is fantastic.""}"
"Cyber Forge Alpha",False,"Silent Black",96,"{""username"": ""WiredNinja743_7e54"", ""review_details"": ""Very frustrating experience. Noticeable case ping. Took some time to get used to the layers. The 96 layout is interesting.""}"
"Aura Weaver Pro",1,"Silver","TKL","{""username"": ""SleepyFox606_ac04"", ""review_details"": ""Perfect balance between size and functionality. The TKL layout is interesting. Noticeable case ping. Using the Silver switches takes some getting used to.""}"
"Giga Shift Pro",1,"Brown",65,"{""username"": ""SilentWriter214_8457"", ""review_details"": ""It's an okay keyboard, does the job. Having dedicated arrow keys is essential for me. The 65 layout is interesting. Keycaps feel thin and collect fingerprints. You get what you pay for.""}"
"Arctic Forge Max","","Silent Red","100%","{""username"": ""WiredBear636_a596"", ""review_details"": ""Took some time to get used to the layers. The 100% layout is interesting. Exceeded my expectations! Wouldn't hesitate to buy again.""}"
"Stealth Raptor V2",1,"Orange","96%","{""username"": ""GeekyCoder114_7713"", ""review_details"": ""Linear switches are great for gaming. The Orange switches are particularly good. Highly recommend! Heavy and sturdy, doesn't slide around. Solid build quality and performance.""}"
"Stealth Weaver SE",False,"Clear",60,"{""username"": ""SwiftFox138_202f"", ""review_details"": ""The aluminum case feels very premium. Perfect tactility for typing. The Clear switches are particularly good. Solid build quality and performance.""}"
"Quantum Phantom Lite",1,"Black","60%","{""username"": ""AngryBear908_831c"", ""review_details"": ""Spring ping is quite noticeable. I chose the Black switches and I'm not impressed. Adjustable actuation points are incredibly useful. Regretting this buy. RGB lighting is dim.""}"
"Nova Phantom Mini","","Silent Black","60%","{""username"": ""AngryGamer522_b60f"", ""review_details"": ""Consistent keypresses across the board. The Silent Black switches are particularly good. Highly recommend! Exceeded my expectations!""}"
"Aura Byte Pro",0,"Black",60,"{""username"": ""SwiftNinja936_2554"", ""review_details"": ""Took some time to get used to the layers. The 60 layout is interesting. Had high hopes, but it fell short. Switches feel scratchy. I chose the Black switches and I'm not impressed.""}"
"Stealth Phantom Lite",0,"Blue","96%","{""username"": ""ProPanda721_0ad1"", ""review_details"": ""You get what you pay for. Using the Blue switches takes some getting used to. Really miss having a dedicated numpad. The 96% layout is interesting. Heavy and sturdy, doesn't slide around.""}"
"Nova Phantom X","","Jade",100,"{""username"": ""SleepyGamer168_3c36"", ""review_details"": ""Decent, but has its flaws. Noticeable case ping. Using the Jade switches takes some getting used to. It's decent, but keep your expectations in check. The compact layout saves so much desk space. The 100 layout is interesting.""}"
"Arctic Pulse SE 618",True,"Clear","TKL","{""username"": ""SilentPanda194_3fd6"", ""review_details"": ""The smoothness of these magnetic switches is unparalleled. Might work for some, but not for me. RGB lighting is vibrant and customizable.""}"
"Nova Drift Pro",False,"Silent Red",75,"{""username"": ""CleverFox544_07c1"", ""review_details"": ""Highly recommend! Linear switches are great for gaming. The Silent Red switches are particularly good. Keycaps have a nice texture.""}"
"Stellar Striker Max",True,"Brown","75%","{""username"": ""HappyPanda199_5792"", ""review_details"": ""Incredible value for the price. Definitely worth the money. The smoothness of these magnetic switches is unparalleled. The aluminum case feels very premium.""}"
"Quantum Drift Max",True,"Silent Red","100%","{""username"": ""HappyPanda839_4448"", ""review_details"": ""RGB lighting is vibrant and customizable. Consistent keypresses across the board. The Silent Red switches are particularly good. The Hall Effect switches are game-changing for competitive gaming.""}"
"Hyper Striker Lite",True,"Orange","96%","{""username"": ""GeekyPanda21_a909"", ""review_details"": ""Accidentally actuating keys too often. I chose the Orange switches and I'm not impressed. You get what you pay for. Having dedicated arrow keys is essential for me. The 96% layout is interesting.""}"
"Cyber Raptor Max","","Brown",60,"{""username"": ""SwiftBear642_95d9"", ""review_details"": ""Accidentally actuating keys too often. I chose the Brown switches and I'm not impressed. RGB lighting is dim. Very frustrating experience. Regretting this buy. Took some time to get used to the layers. The 60 layout is interesting.""}"
"Hyper Blaze V2",True,"Jade","100%","{""username"": ""SwiftCat485_4cc9"", ""review_details"": ""Highly recommend! Consistent keypresses across the board. The Jade switches are particularly good. Keycaps have a nice texture. Solid build quality and performance. Adjustable actuation points are incredibly useful. Perfect balance between size and functionality. The 100% layout is interesting.""}"
"Arctic Spectre Alpha",False,"Silver","65%","{""username"": ""SwiftFox325_ae85"", ""review_details"": ""Consistent keypresses across the board. The Silver switches are particularly good. Stabilizers are surprisingly good, minimal rattle. My new daily driver. Really miss having a dedicated numpad. The 65% layout is interesting.""}"
"Cyber Phantom X",True,"Black",96,"{""username"": ""SilentGamer292_39d6"", ""review_details"": ""Keycaps have a nice texture. A joy to type on every day. Highly recommend! Having dedicated arrow keys is essential for me. The 96 layout is interesting. The switches feel incredibly smooth. The Black switches are particularly good.""}"
"Lunar Byte Alpha",0,"Clear","80%","{""username"": ""GeekyCat199_b114"", ""review_details"": ""An average mechanical keyboard experience. Took some time to get used to the layers. The 80% layout is interesting. Low actuation force is comfortable. The Clear switches are particularly good. Might work for some, but not for me.""}"
"Mech Raptor SE",True,"Orange",100,"{""username"": ""WiredBear475_a353"", ""review_details"": ""Very frustrating experience. Accidentally actuating keys too often. I chose the Orange switches and I'm not impressed. Rapid trigger feature works flawlessly. Quite disappointed with this purchase. Non-detachable cable is inconvenient.""}"
"Aura Striker SE","","Silent Red","75%","{""username"": ""AngryCat816_3d69"", ""review_details"": ""Spring ping is quite noticeable. I chose the Silent Red switches and I'm not impressed. The plastic body feels a bit cheap. Having dedicated arrow keys is essential for me. The 75% layout is interesting. Had high hopes, but it fell short. Save your money.""}"
"Cyber Spectre Alpha 101",False,"Clear","60%","{""username"": ""HappyCoder813_c8a9"", ""review_details"": ""Regretting this buy. One star. Keypresses feel inconsistent. I chose the Clear switches and I'm not impressed. Standard layout makes finding keycaps easy. The 60% layout is interesting. Keycaps feel thin and collect fingerprints.""}"
"Cyber Core X 285",1,"Black",80,"{""username"": ""SleepyDev658_84a3"", ""review_details"": ""Absolutely love this keyboard! Five stars! Braided cable is a nice touch. Rapid trigger feature works flawlessly. Consistent keypresses across the board. The Black switches are particularly good. Standard layout makes finding keycaps easy. The 80 layout is interesting.""}"
"Stealth Shift V2",0,"Orange","80%","{""username"": ""HappyWriter429_2b9b"", ""review_details"": ""Three stars - average. RGB lighting is vibrant and customizable. Decent, but has its flaws. Using the Orange switches takes some getting used to.""}"
"Cyber Drift XT 474",True,"Jade",60,"{""username"": ""CasualCat589_8e63"", ""review_details"": ""Took some time to get used to the layers. The 60 layout is interesting. Braided cable is a nice touch. Linear switches are great for gaming. The Jade switches are particularly good.""}"
"Quantum Striker XT","","Clear",75,"{""username"": ""CleverDev949_5854"", ""review_details"": ""Incredible value for the price. Standard layout makes finding keycaps easy. The 75 layout is interesting. Linear switches are great for gaming. The Clear switches are particularly good. My new daily driver. Braided cable is a nice touch.""}"
"Mech Spectre Omega",1,"Blue",80,"{""username"": ""WiredNinja144_c30f"", ""review_details"": ""Had high hopes, but it fell short. Stabilizers rattle quite a bit, especially the spacebar. Perfect balance between size and functionality. The 80 layout is interesting. Too loud for an office environment. I chose the Blue switches and I'm not impressed.""}"
"Shadow Core Lite 851",0,"Red",65,"{""username"": ""CleverFox282_1fa5"", ""review_details"": ""Really miss having a dedicated numpad. The 65 layout is interesting. Switches feel scratchy. I chose the Red switches and I'm not impressed. Several issues right out of the box. Look elsewhere if you value quality. Keycaps feel thin and collect fingerprints.""}"
"Mech Drift Pro",0,"Silver",80,"{""username"": ""CasualWriter284_586f"", ""review_details"": ""Keypresses feel inconsistent. I chose the Silver switches and I'm not impressed. Might work for some, but not for me. The compact layout saves so much desk space. The 80 layout is interesting.""}"
"Shadow Spectre Omega",False,"Clear","80%","{""username"": ""SilentGamer789_4463"", ""review_details"": ""Really miss having a dedicated numpad. The 80% layout is interesting. The switches feel incredibly smooth. The Clear switches are particularly good. It's decent, but keep your expectations in check.""}"
"Stealth Core SE",False,"Yellow",96,"{""username"": ""SilentPanda132_ce6a"", ""review_details"": ""Three stars - average. Decent, but has its flaws. Standard layout makes finding keycaps easy. The 96 layout is interesting.""}"
"Lunar Striker X 389",0,"Red",75,"{""username"": ""CleverGamer701_3cfa"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. The compact layout saves so much desk space. The 75 layout is interesting. Quite disappointed with this purchase. Very frustrating experience. Too loud for an office environment. I chose the Red switches and I'm not impressed.""}"
"Shadow Striker Mini",True,"Silver","100%","{""username"": ""WiredTypist985_d4ff"", ""review_details"": ""Returning this immediately. The compact layout saves so much desk space. The 100% layout is interesting. RGB lighting is dim.""}"
"Stellar Striker Alpha",0,"Green","60%","{""username"": ""SilentTypist813_2476"", ""review_details"": ""Low actuation force is comfortable. The Green switches are particularly good. Having dedicated arrow keys is essential for me. The 60% layout is interesting. Five stars!""}"
"Shadow Spectre XT","","Navy","100%","{""username"": ""CleverCat337_0706"", ""review_details"": ""Took some time to get used to the layers. The 100% layout is interesting. The plastic body feels a bit cheap. Save your money. Spring ping is quite noticeable. I chose the Navy switches and I'm not impressed.""}"
"Aura Phantom Max 101",True,"Navy","96%","{""username"": ""GeekyGamer509_8a54"", ""review_details"": ""The smoothness of these magnetic switches is unparalleled. Standard layout makes finding keycaps easy. The 96% layout is interesting. Several issues right out of the box. Noticeable case ping.""}"
"Arctic Spectre X",True,"Silent Black","75%","{""username"": ""SwiftGamer657_28f7"", ""review_details"": ""The compact layout saves so much desk space. The 75% layout is interesting. Too loud for an office environment. I chose the Silent Black switches and I'm not impressed. Save your money. RGB lighting is dim. Not what I expected. Being able to customize the reset point is fantastic.""}"
"Stellar Striker SE",False,"Silent Red",75,"{""username"": ""ProFox67_3159"", ""review_details"": ""Linear switches are great for gaming. The Silent Red switches are particularly good. Wouldn't hesitate to buy again. Having dedicated arrow keys is essential for me. The 75 layout is interesting. Finally found my endgame keyboard. Braided cable is a nice touch.""}"
"Mech Striker Max","","Black","60%","{""username"": ""AngryDev314_8a76"", ""review_details"": ""Linear switches are great for gaming. The Black switches are particularly good. Might work for some, but not for me. The compact layout saves so much desk space. The 60% layout is interesting. RGB lighting is vibrant and customizable.""}"
"Stellar Pulse Elite","","Orange",96,"{""username"": ""SleepyCat67_82a8"", ""review_details"": ""RGB lighting is vibrant and customizable. Perfect tactility for typing. The Orange switches are particularly good. Really miss having a dedicated numpad. The 96 layout is interesting. Finally found my endgame keyboard.""}"
"Stellar Blaze V2",False,"Jade",96,"{""username"": ""SleepyNinja418_3cd0"", ""review_details"": ""Perfect balance between size and functionality. The 96 layout is interesting. Finally found my endgame keyboard. Consistent keypresses across the board. The Jade switches are particularly good. Braided cable is a nice touch. Highly recommend!""}"
"Cyber Weaver X",False,"Silver",60,"{""username"": ""AngryCoder420_3143"", ""review_details"": ""Switches feel scratchy. I chose the Silver switches and I'm not impressed. Would not recommend this keyboard. Keycaps feel thin and collect fingerprints. Regretting this buy. Really miss having a dedicated numpad. The 60 layout is interesting.""}"
"Nova Byte XT 545","","Green",80,"{""username"": ""AngryCoder636_9ac7"", ""review_details"": ""Keypresses feel inconsistent. I chose the Green switches and I'm not impressed. One star. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Hyper Pulse Elite",False,"Orange","Full","{""username"": ""GeekyCat888_62c5"", ""review_details"": ""Might work for some, but not for me. Heavy and sturdy, doesn't slide around. The compact layout saves so much desk space. The Full layout is interesting.""}"
